object,subject
Butterworth-Heinemann,http://localhost/publications/procs/Proceeding4/1972
American Institute of Physics Press,http://localhost/publications/procs/Proceeding3/1970
Quantum Books,http://localhost/publications/books/1969/Book1
Jason Aronson Publishers,http://localhost/publications/procs/Proceeding2/1971
American Institute of Physics Press,http://localhost/publications/procs/Proceeding1/1960
Circlet Press,http://localhost/publications/procs/Proceeding9/1971
Viking Penguin,http://localhost/publications/procs/Proceeding8/1971
Resolution Business Press,http://localhost/publications/procs/Proceeding2/1961
Motorola University Press,http://localhost/publications/procs/Proceeding6/1970
Wiley,http://localhost/publications/procs/Proceeding1/1970
State University of New York Press,http://localhost/publications/procs/Proceeding3/1963
Addison Wesley,http://localhost/publications/procs/Proceeding7/1971
UCL Press,http://localhost/publications/procs/Proceeding1/1966
"Jacobs Publishing, Ltd.",http://localhost/publications/incolls/1967/Incollection5
Quantum Books,http://localhost/publications/procs/Proceeding3/1962
McGraw-Hill,http://localhost/publications/procs/Proceeding4/1965
"Random House, Inc.",http://localhost/publications/procs/Proceeding10/1971
Micro Focus Publishing,http://localhost/publications/procs/Proceeding2/1962
Unisa Press,http://localhost/publications/procs/Proceeding1/1971
Motorola University Press,http://localhost/publications/procs/Proceeding6/1968
Sybex,http://localhost/publications/procs/Proceeding2/1963
Butterworth Legal Publishers,http://localhost/publications/articles/Journal16/1970/Article531
Reference Press,http://localhost/publications/books/1972/Book1
Oliver Books,http://localhost/publications/procs/Proceeding1/1951
"Williams & Wilkins, Medical Publishers",http://localhost/publications/procs/Proceeding2/1958
Chemical Abstracts Service,http://localhost/publications/procs/Proceeding3/1968
Cold Spring Harbor Laboratory Press,http://localhost/publications/procs/Proceeding4/1967
ME Sharpe,http://localhost/publications/procs/Proceeding6/1971
Penguin USA,http://localhost/publications/articles/Journal9/1965/Article302
"Miller Freeman, Inc.",http://localhost/publications/procs/Proceeding5/1969
Sybex,http://localhost/publications/procs/Proceeding1/1965
"Springer-Verlag, Germany and New York",http://localhost/publications/procs/Proceeding9/1970
Addison Wesley,http://localhost/publications/procs/Proceeding2/1970
ME Sharpe,http://localhost/publications/procs/Proceeding4/1964
